tmdb_id,title,release_date,release_year,release_month,genres,primary_genre,cast_names,cast_ids,budget,revenue,runtime,popularity,vote_average,vote_count,budget_log,revenue_log,budget_norm,revenue_norm
5393,Happily N'Ever After,2007-01-05,2007,1,Adventure|Animation|Comedy|Family|Fantasy,Adventure,George Carlin|Andy Dick|Sarah Michelle Gellar|Lisa Kaplan|Michael McShane,15903|43120|11863|43121|8316,47000000.0,38100000.0,87,1.903,5.1,440,7.8535277633674605,7.762354882496838,0.07709939570743905,0.013029718039302696
38167,Eat Pray Love,2010-08-12,2010,8,Drama|Romance,Drama,Julia Roberts|Javier Bardem|James Franco|Billy Crudup|Richard Jenkins,1204|3810|17051|8289|28633,60000000.0,204594016.0,133,4.0761,6.239,2607,7.937524792530737,8.47026646627924,0.10418837257762034,0.06997603865122425
1086747,The Watchers,2024-06-06,2024,6,Fantasy|Horror|Mystery,Fantasy,Dakota Fanning|Georgina Campbell|Olwen Fouéré|Oliver Finnegan|Alistair Brammer,501|1335315|933272|2710312|231666,30000000.0,51147812.0,102,4.3274,6.35,1551,7.477115739144718,7.708821541040679,0.04167534903104814,0.017492490355612716
103731,Mud,2013-04-26,2013,4,Drama,Drama,Matthew McConaughey|Reese Witherspoon|Tye Sheridan|Jacob Lofland|Sam Shepard,10297|368|1034681|1171570|9880,10000000.0,32613173.0,130,3.9484,7.06,3029,7.130673286203116,7.644066335129112,0.0,0.011153046330668147
70981,Prometheus,2012-05-30,2012,5,Science Fiction|Mystery|Horror,Science Fiction,Noomi Rapace|Michael Fassbender|Charlize Theron|Idris Elba|Guy Pearce,87722|17288|6885|17605|529,130000000.0,403354469.0,124,8.6337,6.592,13150,8.251000673122988,8.742744194293646,0.2500520941862888,0.13795852086553256
5491,Battlefield Earth,2000-05-12,2000,5,Science Fiction|Action|Adventure,Science Fiction,John Travolta|Barry Pepper|Forest Whitaker|Kim Coates|Sabine Karsenti,8891|12834|2178|8335|43611,44000000.0,29725663.0,119,2.2204,3.332,924,7.905448732277011,7.735127610193629,0.07084809335278183,0.0101654248282225
365942,The Space Between Us,2017-01-26,2017,1,Romance|Adventure|Science Fiction|Drama,Romance,Asa Butterfield|Britt Robertson|Carla Gugino|Gary Oldman|Janet Montgomery,77996|52018|17832|64|90755,30000000.0,14793385.0,121,2.1757,7.043,2539,7.5858071470269675,7.278753463807181,0.04167534903104814,0.0050581043918271
5516,The Ladykillers,2004-03-25,2004,3,Comedy|Crime|Thriller,Comedy,Tom Hanks|Irma P. Hall|Marlon Wayans|J.K. Simmons|Tzi Ma,31|43853|9562|18999|21629,35000000.0,76700000.0,104,2.3253,6.129,1726,7.765865291032384,8.106592612359089,0.05209418628881017,0.026232162357903144
38303,You Again,2010-09-23,2010,9,Comedy|Romance,Comedy,Kristen Bell|Jamie Lee Curtis|Sigourney Weaver|Odette Annable|Victor Garber,40462|8944|10205|51992|8536,20000000.0,32054369.0,105,2.2058,6.269,1287,7.460403532796206,7.6652607707570635,0.02083767451552407,0.010961917348932107
38317,Zookeeper,2011-07-06,2011,7,Comedy|Romance|Family,Comedy,Kevin James|Rosario Dawson|Leslie Bibb|Joe Rogan|Nat Faxon,32895|5916|57451|91609|105648,80000000.0,169900000.0,102,3.5553,5.437,1763,8.04912973558821,8.376233127999479,0.14586372160866848,0.058109566774834795
5551,Space Cowboys,2000-08-04,2000,8,Action|Adventure|Thriller,Action,Clint Eastwood|Tommy Lee Jones|Donald Sutherland|James Garner|James Cromwell,190|2176|55636|16896|2505,65000000.0,128900000.0,130,2.5446,6.388,1505,8.074909416503903,8.372248975360066,0.11460720983538236,0.04408624508927473
38319,Your Highness,2011-04-08,2011,4,Comedy|Fantasy|Adventure|Action,Comedy,Danny McBride|James Franco|Natalie Portman|Zooey Deschanel|Justin Theroux,62862|17051|524|11664|15009,49900000.0,28013733.0,102,2.2163,5.3,1430,7.844140296038392,7.593410731526726,0.08314232131694103,0.009579889582047847
38321,Priest,2011-05-05,2011,5,Action|Fantasy|Horror,Action,Paul Bettany|Karl Urban|Lily Collins|Maggie Q|Stephen Moyer,6162|1372|112561|21045|32203,60000000.0,84154026.0,87,5.8116,5.854,2486,7.924191001565521,8.071114649120263,0.10418837257762034,0.028781679539623354
38322,"Big Mommas: Like Father, Like Son",2011-02-16,2011,2,Crime|Comedy|Action,Crime,Martin Lawrence|Brandon T. Jackson|Jessica Lucas|Portia Doubleday|Emily Rios,78029|53336|51989|117669|211474,32000000.0,82686066.0,107,2.1382,5.547,1293,7.651189730794589,8.063472078304422,0.04584288393415295,0.028279589898122504
5559,Bee Movie,2007-10-28,2007,10,Family|Animation|Adventure|Comedy,Family,Jerry Seinfeld|Renée Zellweger|Matthew Broderick|Patrick Warburton|John Goodman,16377|9137|4756|9657|1230,150000000.0,287594577.0,91,7.0732,6.032,5201,8.35752116168835,8.640210595267307,0.2917274432173369,0.09836490613866207
38356,Transformers: Dark of the Moon,2011-06-28,2011,6,Action|Science Fiction|Adventure,Action,Shia LaBeouf|Rosie Huntington-Whiteley|Peter Cullen|Leonard Nimoy|John Turturro,10959|236048|19540|1749|1241,195000000.0,1123794079.0,154,1.8476,6.222,8868,8.436074361748823,9.196726489300275,0.3854969785371952,0.38437209174478704
38357,Morning Glory,2010-11-10,2010,11,Drama|Comedy|Romance,Drama,Rachel McAdams|Harrison Ford|Diane Keaton|Patrick Wilson|Jeff Goldblum,53714|3|3092|17178|4785,40000000.0,60040976.0,107,2.4748,6.366,1618,7.761433528460187,7.937821280634997,0.0625130235465722,0.020534239125721058
38363,Fair Game,2010-05-20,2010,5,Drama|Thriller,Drama,Naomi Watts|Sean Penn|Sam Shepard|Noah Emmerich|Michael Kelly,3489|2228|9880|11315|50217,22000000.0,25806953.0,108,2.5078,6.452,848,7.501796224792887,7.571110269102749,0.025005209418628882,0.008825099683773206
431580,Abominable,2019-09-19,2019,9,Family|Animation|Adventure|Comedy|Fantasy,Family,Chloe Bennet|Albert Tsai|Eddie Izzard|Tenzing Norgay Trainor|Joseph Izzo,1181303|1181320|1926|1280881|1453790,75000000.0,190304772.0,97,4.2233,7.5,2162,7.965359740401846,8.369748156130246,0.13544488435090643,0.0650886565718228
38365,Grown Ups,2010-06-24,2010,6,Comedy,Comedy,Adam Sandler|Kevin James|Chris Rock|David Spade|Rob Schneider,19292|32895|2632|60950|60949,80000000.0,271457606.0,102,12.5593,6.398,6610,8.062463527885319,8.593075554908628,0.14586372160866848,0.09284554186150222
38407,Shanghai,2010-06-10,2010,6,Drama|Thriller|Mystery,Drama,John Cusack|Gong Li|Chow Yun-Fat|Ken Watanabe|Jeffrey Dean Morgan,3036|643|1619|3899|47296,50000000.0,15302850.0,105,2.0338,6.103,185,7.858343544477164,7.344145854665852,0.08335069806209627,0.005232357845059633
38408,Life As We Know It,2010-10-02,2010,10,Comedy|Romance|Drama,Comedy,Katherine Heigl|Josh Duhamel|Josh Lucas|Alexis Clagett|Brynn Clagett,25541|19536|6164|970332|4814065,38000000.0,105734416.0,114,2.6706,6.901,3257,7.739157137708141,8.183589910387035,0.05834548864346739,0.03616286859010734
5653,Luther,2003-10-29,2003,10,Drama|History,Drama,Joseph Fiennes|Jonathan Firth|Claire Cox|Alfred Molina|Peter Ustinov,12763|44557|44635|658|14501,30000000.0,29400000.0,123,2.39,6.46,335,7.710332638847287,7.7015587119495015,0.04167534903104814,0.010054037584074096
333339,Ready Player One,2018-03-28,2018,3,Adventure|Action|Science Fiction,Adventure,Tye Sheridan|Olivia Cooke|Ben Mendelsohn|Lena Waithe|T.J. Miller,1034681|1173984|77335|1059572|51990,175000000.0,607274134.0,140,11.3335,7.585,16752,8.341220541772447,8.881567276008925,0.34382162950614714,0.2077056198974019
333348,Love the Coopers,2015-11-12,2015,11,Comedy|Family|Drama,Comedy,Diane Keaton|John Goodman|Ed Helms|Amanda Seyfried|Alan Arkin,3092|1230|27105|71070|1903,17000000.0,42426912.0,107,2.8969,5.998,858,7.353729784561215,7.75092228154467,0.014586372160866848,0.014509661426646843
333352,Eye in the Sky,2015-09-07,2015,9,Drama|Thriller|War,Drama,Helen Mirren|Aaron Paul|Alan Rickman|Barkhad Abdi|Jeremy Northam,15735|84497|4566|1261694|18325,13000000.0,18704595.0,102,2.1838,7.003,1717,7.237224208092342,7.395229177122632,0.0062513023546572205,0.006395864294504646
333371,10 Cloverfield Lane,2016-03-10,2016,3,Thriller|Science Fiction|Drama|Horror,Thriller,John Goodman|Mary Elizabeth Winstead|John Gallagher Jr.|Douglas M. Griffin|Suzanne Cryer,1230|17628|17487|60881|8269,15000000.0,110216998.0,104,5.3971,6.999,8594,7.293909222641761,8.16006654019863,0.010418837257762034,0.0376960561356659
431693,Spies in Disguise,2019-12-04,2019,12,Animation|Action|Adventure|Comedy|Family,Animation,Will Smith|Tom Holland|Ben Mendelsohn|Rashida Jones|Karen Gillan,2888|1136406|77335|80591|543261,100000000.0,171616764.0,102,4.605,7.555,2952,8.09029847818603,8.324858186755906,0.18753907063971662,0.058696755404839394
267860,London Has Fallen,2016-03-02,2016,3,Action|Thriller,Action,Gerard Butler|Aaron Eckhart|Angela Bassett|Morgan Freeman|Melissa Leo,17276|6383|9780|192|6832,60000000.0,205754447.0,99,4.636,6.219,5066,7.895969213969724,8.431167193384123,0.10418837257762034,0.07037294346114854
136795,The Heat,2013-06-27,2013,6,Action|Comedy|Crime,Action,Sandra Bullock|Melissa McCarthy|Demián Bichir|Marlon Wayans|Michael Rapaport,18277|55536|76961|9562|4688,43000000.0,229930771.0,117,4.3374,6.592,4144,7.764141738792486,8.492270379335002,0.06876432590122943,0.07864202562276626
136797,Need for Speed,2014-03-12,2014,3,Action|Crime|Drama|Thriller,Action,Aaron Paul|Dominic Cooper|Imogen Poots|Kid Cudi|Rami Malek,84497|55470|17606|484359|17838,66000000.0,203277636.0,131,4.7059,6.431,4659,7.94337488048362,8.431920549009288,0.11669097728693478,0.06952579425609162
136799,Trolls,2016-10-13,2016,10,Family|Animation|Fantasy|Adventure|Comedy|Music,Family,Anna Kendrick|Justin Timberlake|Zooey Deschanel|Christopher Mintz-Plasse|Christine Baranski,84223|12111|11664|54691|11870,125000000.0,347337803.0,92,6.1785,6.628,3786,8.214727976594137,8.658570016231392,0.2396332569285268,0.11879901532722587
464504,A Madea Family Funeral,2019-03-01,2019,3,Comedy,Comedy,Tyler Perry|Cassi Davis|Patrice Lovely|Jen Harper|Derek Morgan,80602|80611|1106869|2088478|944953,20000000.0,74747725.0,109,2.8996,5.96,492,7.391328477377663,7.96389645818777,0.02083767451552407,0.025564421373911028
300668,Annihilation,2018-02-22,2018,2,Science Fiction|Horror,Science Fiction,Natalie Portman|Jennifer Jason Leigh|Gina Rodriguez|Tessa Thompson|Tuva Novotny,524|10431|180486|62561|67737,40000000.0,43070915.0,115,7.1517,6.44,9283,7.7002424799601545,7.732366591440603,0.0625130235465722,0.014729931212877715
300671,13 Hours: The Secret Soldiers of Benghazi,2016-01-14,2016,1,War|Action|History|Drama|Thriller,War,John Krasinski|James Badge Dale|Dominic Fumusa|Max Martini|Pablo Schreiber,17697|18473|154784|94864|59254,50000000.0,69411370.0,144,5.9096,7.269,3905,7.8167879679220995,7.959248577720429,0.08335069806209627,0.02373921593992696
398978,The Irishman,2019-11-01,2019,11,Crime|Drama|History,Crime,Robert De Niro|Al Pacino|Joe Pesci|Harvey Keitel|Ray Romano,380|1158|4517|1037|15757,159000000.0,968853.0,209,6.3588,7.575,7440,8.291695600709375,6.0765563433021725,0.31048135028130863,0.0003296687969900518
136835,No Good Deed,2014-09-10,2014,9,Crime|Thriller,Crime,Idris Elba|Taraji P. Henson|Leslie Bibb|Kate del Castillo|Henry Simmons,17605|40036|57451|36628|67913,13200000.0,53830415.0,84,4.7164,5.953,673,7.244404866252062,7.854858677507493,0.006668055844967703,0.01841002705862853
300681,Replicas,2018-10-25,2018,10,Science Fiction|Thriller|Drama,Science Fiction,Keanu Reeves|Alice Eve|Thomas Middleditch|John Ortiz|Nyasha Hatendi,6384|59860|111678|40543|84070,30000000.0,8100000.0,107,3.5832,6.04,1469,7.575303749125506,7.006667525259474,0.04167534903104814,0.0027687509523075292
38543,Ironclad,2011-03-03,2011,3,Romance|Adventure|Action|History,Romance,James Purefoy|Kate Mara|Jason Flemyng|Paul Giamatti|Brian Cox,17648|51072|973|13242|1248,25000000.0,5151023.0,121,3.2015,6.147,792,7.5439797619224045,6.857933216723978,0.0312565117732861,0.0017601057543973377
267935,The BFG,2016-06-01,2016,6,Adventure|Family|Fantasy,Adventure,Mark Rylance|Ruby Barnhill|Rebecca Hall|Jemaine Clement|Bill Hader,40900|1425420|15556|55936|19278,140000000.0,195243411.0,117,7.6921,6.3,3598,8.263945999264319,8.408394349913864,0.2708897687018129,0.06677783031294117
333484,The Magnificent Seven,2016-09-14,2016,9,Adventure|Action|Western,Adventure,Denzel Washington|Chris Pratt|Ethan Hawke|Vincent D'Onofrio|Lee Byung-hun,5292|73457|569|7132|25002,90000000.0,162400000.0,132,6.3747,6.484,6347,8.072060473025406,8.328403988491237,0.16670139612419255,0.055544325003086
38575,The Karate Kid,2010-06-10,2010,6,Action|Adventure|Drama|Family,Action,Jaden Smith|Jackie Chan|Taraji P. Henson|Wenwen Han|Zac Wang,120724|18897|40036|1443364|1443375,40000000.0,359126022.0,140,7.9378,6.567,6503,7.761433528460187,8.714620414233872,0.0625130235465722,0.12283096623300223
38579,Marmaduke,2010-06-03,2010,6,Family|Comedy,Family,Owen Wilson|Emma Stone|George López|Caroline Sunshine|Finley Jacobsen,887|54693|41798|1252312|965819,50000000.0,83761844.0,88,2.589,5.207,802,7.858343544477164,8.082419770229635,0.08335069806209627,0.028647540653152954
399035,The Commuter,2018-01-11,2018,1,Action|Thriller|Mystery,Action,Liam Neeson|Patrick Wilson|Sam Neill|Jonathan Banks|Vera Farmiga,3896|17178|4783|783|21657,30000000.0,119942387.0,104,3.0989,6.361,4614,7.575303749125506,8.177155180733083,0.04167534903104814,0.04102245268357339
5820,The Sentinel,2006-04-19,2006,4,Action|Thriller|Crime,Action,Michael Douglas|Kiefer Sutherland|Eva Longoria|Martin Donovan|Kim Basinger,3392|2628|52605|42993|326,60000000.0,78810595.0,108,2.3108,6.054,892,7.971689929232264,8.090123284310266,0.10418837257762034,0.026954053885535696
399055,The Shape of Water,2017-12-01,2017,12,Drama|Fantasy|Romance,Drama,Sally Hawkins|Michael Shannon|Richard Jenkins|Octavia Spencer|Michael Stuhlbarg,39658|335|28633|6944|72873,19500000.0,195300000.0,123,6.523,7.237,12778,7.398720498467647,8.399388136945648,0.019795790789747865,0.06679718557515736
5851,Showtime,2002-03-14,2002,3,Action|Comedy,Action,Robert De Niro|Eddie Murphy|Rene Russo|William Shatner|Nestor Serrano,380|776|14343|1748|14331,85000000.0,77885672.0,95,2.3121,5.548,1060,8.17241696783198,8.134455614021594,0.1562825588664305,0.026637700403502204
5852,Angel Eyes,2001-05-18,2001,5,Drama|Romance|Thriller,Drama,Jennifer Lopez|Jim Caviezel|Jeremy Sisto|Terrence Howard|Sonia Braga,16866|8767|23958|18288|27396,53000000.0,29700000.0,102,2.605,6.054,466,7.974086511636388,7.722567095264298,0.0896020004167535,0.01015664725494405
5857,I Know Who Killed Me,2007-07-27,2007,7,Thriller|Horror|Mystery,Thriller,Lindsay Lohan|Julia Ormond|Neal McDonough|Spencer Garrett|Gregory Itzin,49265|15887|2203|49275|21142,12000000.0,9620399.0,105,2.0526,4.5,394,7.260611152493524,7.164622986213779,0.004167534903104814,0.0032887764222442077
792293,Dumb Money,2023-09-15,2023,9,History|Comedy|Drama,History,Paul Dano|Shailene Woodley|America Ferrera|Pete Davidson|Seth Rogen,17142|94185|59174|1427948|19274,30000000.0,20703794.0,105,3.8577,6.669,782,7.491278007031722,7.330206683220449,0.04167534903104814,0.0070796547991497675
792307,Poor Things,2023-12-07,2023,12,Science Fiction|Romance|Comedy,Science Fiction,Emma Stone|Mark Ruffalo|Willem Dafoe|Ramy Youssef|Christopher Abbott,54693|103|5293|1382987|984629,35000000.0,117607117.0,141,10.2594,7.648,5412,7.5582247946605925,8.08459035385165,0.05209418628881017,0.04022371506326516
5876,The Mist,2007-11-21,2007,11,Horror|Science Fiction|Thriller,Horror,Thomas Jane|Laurie Holden|Toby Jones|Marcia Gay Harden|Andre Braugher,11155|8332|13014|4726|6861,18000000.0,57470220.0,126,6.3388,6.942,5764,7.436702411549206,7.940872764035589,0.016670139612419255,0.019654957702231215
235260,Son of God,2014-02-28,2014,2,Drama,Drama,Diogo Morgado|Roma Downey|Greg Hicks|Adrian Schiller|Darwin Shaw,647347|173150|183151|383624|1070749,22000000.0,70829270.0,138,5.0373,6.86,343,7.466253630711726,7.974043715205828,0.025005209418628882,0.024224183447681975
5915,Into the Wild,2007-09-21,2007,9,Adventure|Drama,Adventure,Emile Hirsch|Marcia Gay Harden|William Hurt|Jena Malone|Brian H. Dierker,46593|4726|227|20089|46594,15000000.0,56255142.0,148,5.6232,7.799,10067,7.357521155968503,7.931592130329791,0.010418837257762034,0.019239361856693483
38684,Jane Eyre,2011-03-11,2011,3,Drama|Romance,Drama,Mia Wasikowska|Michael Fassbender|Jamie Bell|Sally Hawkins|Simon McBurney,76070|17288|478|39658|16358,13000000.0,34710627.0,120,2.9337,7.197,1549,7.259983112240016,7.686502207065858,0.0062513023546572205,0.01187044321268436
38700,Bad Boys for Life,2020-01-15,2020,1,Thriller|Action|Crime,Thriller,Will Smith|Martin Lawrence|Vanessa Hudgens|Alexander Ludwig|Charles Melton,2888|78029|67599|23498|1907002,90000000.0,426505244.0,124,7.9296,7.118,8687,8.03930744414448,8.714989308315088,0.16670139612419255,0.14587683220931358
71469,The Darkest Hour,2011-12-22,2011,12,Horror|Action|Thriller|Science Fiction,Horror,Emile Hirsch|Rachael Taylor|Olivia Thirlby|Joel Kinnaman|Max Minghella,46593|19538|52442|92404|2978,30000000.0,64626786.0,89,2.6416,5.308,1570,7.62316100590154,7.956452305737016,0.04167534903104814,0.022102733974961503
399170,Logan Lucky,2017-08-17,2017,8,Comedy|Crime|Action|Drama,Comedy,Channing Tatum|Adam Driver|Daniel Craig|Riley Keough|Katie Holmes,38673|1023139|8784|98522|3897,29000000.0,48453605.0,119,3.8189,6.736,3800,7.571083894870281,7.79401198590377,0.03959158157949573,0.01657098471052765
5955,The Pledge,2001-01-19,2001,1,Crime|Drama|Mystery|Thriller,Crime,Jack Nicholson|Helen Mirren|Aaron Eckhart|Robin Wright|Sam Shepard,514|15735|6383|32|9880,35000000.0,29419291.0,124,2.494,6.565,1207,7.793878686912729,7.718442843376011,0.05209418628881017,0.010060635727943272
399174,Isle of Dogs,2018-03-23,2018,3,Adventure|Comedy|Animation,Adventure,Bryan Cranston|Koyu Rankin|Bob Balaban|Edward Norton|Bill Murray,17419|1726151|12438|819|1532,35000000.0,72991435.0,101,5.1971,7.846,5354,7.64225053545689,7.961454393446473,0.05209418628881017,0.024963713577737072
5966,Along Came Polly,2004-01-16,2004,1,Comedy|Romance,Comedy,Ben Stiller|Jennifer Aniston|Philip Seymour Hoffman|Debra Messing|Alec Baldwin,7399|4491|1233|23959|7447,42000000.0,178300000.0,90,3.1372,6.026,2994,7.84504653583902,8.47294859015814,0.06668055844967702,0.06098263755919344
38745,Gulliver's Travels,2010-12-23,2010,12,Family|Comedy|Adventure|Fantasy,Family,Jack Black|Jason Segel|Emily Blunt|Amanda Peet|Billy Connolly,70851|41088|5081|2956|9188,112000000.0,237382724.0,85,2.3992,5.215,2525,8.208591562488943,8.534822648375988,0.2125442800583455,0.08119083377166075
38757,Tangled,2010-11-24,2010,11,Animation|Family|Adventure,Animation,Mandy Moore|Zachary Levi|Donna Murphy|Ron Perlman|M.C. Gainey,16855|69899|2517|2372|22132,260000000.0,592461732.0,100,13.5425,7.609,12291,8.574346887417597,8.93203384363951,0.5209418628881016,0.2026393009173572
333669,Bastille Day,2016-04-22,2016,4,Action,Action,Idris Elba|Richard Madden|Charlotte Le Bon|Kelly Reilly|José Garcia,17605|512991|1021684|17521|24895,20000000.0,14397593.0,92,5.9476,6.318,1512,7.418847959250061,7.27610785933979,0.02083767451552407,0.004922730768983901
5994,The Family Man,2000-12-12,2000,12,Comedy|Drama|Romance|Fantasy,Comedy,Nicolas Cage|Téa Leoni|Don Cheadle|Jeremy Piven|Saul Rubinek,2963|4939|1896|12799|3712,60000000.0,124700000.0,125,6.4934,6.814,2178,8.04014730689437,8.357862511897563,0.10418837257762034,0.04264970969709541
38778,Dinner for Schmucks,2010-07-30,2010,7,Comedy,Comedy,Paul Rudd|Steve Carell|Stephanie Szostak|Jemaine Clement|Zach Galifianakis,22226|4495|121953|55936|58225,69000000.0,86387857.0,114,2.696,5.72,1921,7.998222631140046,8.095826240196724,0.12294227964159199,0.029545721751920336
661374,Glass Onion: A Knives Out Mystery,2022-11-23,2022,11,Comedy|Crime|Mystery,Comedy,Daniel Craig|Edward Norton|Janelle Monáe|Kathryn Hahn|Leslie Odom Jr.,8784|819|1005852|17696|1254614,40000000.0,15000000.0,140,7.8442,7.033,6708,7.633666479010131,7.207697743372761,0.0625130235465722,0.005128773382316418
71552,American Reunion,2012-04-04,2012,4,Comedy,Comedy,Jason Biggs|Alyson Hannigan|Seann William Scott|Chris Klein|Thomas Ian Nicholas,21593|21595|57599|21594|21403,50000000.0,234989584.0,114,5.2188,6.302,4672,7.836027326614127,8.508105934429318,0.08335069806209627,0.0803723027458417
6020,Sorority Boys,2002-03-22,2002,3,Comedy,Comedy,Barry Watson|Michael Rosenbaum|Harland Williams|Melissa Sagemiller|Tony Denman,47368|19975|16846|41555|3908,12000000.0,12517488.0,93,1.2891,5.7,270,7.3221792964383505,7.340515222261122,0.004167534903104814,0.004279674251480733
137093,Last Vegas,2013-10-31,2013,10,Comedy,Comedy,Robert De Niro|Morgan Freeman|Michael Douglas|Kevin Kline|Mary Steenburgen,380|192|3392|8945|2453,28000000.0,134400000.0,105,2.4493,6.402,2249,7.577831312953218,8.259072553677225,0.03750781412794332,0.04596742238855718
6023,P.S. I Love You,2007-11-15,2007,11,Drama|Romance,Drama,Hilary Swank|Gerard Butler|Lisa Kudrow|Harry Connick Jr.|Gina Gershon,448|17276|14406|18688|11150,30000000.0,156835339.0,126,3.5159,7.176,3462,7.658551161165562,8.376873830876415,0.04167534903104814,0.05364103155737648
137094,Jack Ryan: Shadow Recruit,2014-01-15,2014,1,Action|Drama|Thriller,Action,Chris Pine|Keira Knightley|Kevin Costner|Kenneth Branagh|Lenn Kudrjawizki,62064|116|1269|11181|12766,60000000.0,135500000.0,105,4.2737,6.121,3049,7.90198219928361,8.255770242142237,0.10418837257762034,0.04634365784841367
137106,The Lego Movie,2014-02-06,2014,2,Animation|Family|Adventure|Comedy|Fantasy,Animation,Chris Pratt|Elizabeth Banks|Will Ferrell|Morgan Freeman|Will Arnett,73457|9281|23659|192|21200,60000000.0,470759687.0,100,8.0836,7.422,8382,7.90198219928361,8.796630212769987,0.10418837257762034,0.16101327831185705
6038,Shanghai Knights,2003-02-06,2003,2,Action|Adventure|Comedy|Western,Action,Jackie Chan|Owen Wilson|Fann Wong|Aidan Gillen|Donnie Yen,18897|887|49734|49735|1341,50000000.0,88323487.0,115,3.1936,6.137,2416,7.9321813850790095,8.179287589688919,0.08335069806209627,0.03020776960934035
169881,The Physician,2013-12-25,2013,12,Adventure|Drama|History,Adventure,Tom Payne|Ben Kingsley|Stellan Skarsgård|Olivier Martinez|Emma Rigby,30319|2282|1640|15533|1078568,36000000.0,57284237.0,155,4.1687,7.338,1165,7.686975788756227,7.888708415432538,0.05417795374036258,0.01959134552083986
137113,Edge of Tomorrow,2014-05-27,2014,5,Action|Science Fiction,Action,Tom Cruise|Emily Blunt|Brendan Gleeson|Bill Paxton|Jonas Armstrong,500|5081|2039|2053|119224,178000000.0,370541256.0,114,8.6025,7.637,14922,8.374250949863512,8.692667516844843,0.35007293186080435,0.12673534424514718
137116,Smurfs: The Lost Village,2017-03-23,2017,3,Family|Comedy|Adventure|Animation,Family,Demi Lovato|Rainn Wilson|Joe Manganiello|Jack McBrayer|Danny Pudi,85138|11678|20580|58737|205179,60000000.0,197183546.0,89,4.4998,6.3,1545,7.886837142690949,8.403556565599823,0.10418837257762034,0.06744141902558541
858017,I Saw the TV Glow,2024-05-03,2024,5,Drama|Horror,Drama,Justice Smith|Jack Haven|Ian Foreman|Helena Howard|Lindsey Jordan,1029934|1637781|3399698|1932292|3300125,10000000.0,5407916.0,100,3.8982,6.091,654,6.999994484425056,6.733024395952128,0.0,0.0018479714416599858
6073,The Mexican,2001-03-01,2001,3,Action|Comedy|Crime|Romance,Action,Brad Pitt|Julia Roberts|James Gandolfini|J.K. Simmons|David Krumholtz,287|1204|4691|18999|38582,57000000.0,147845033.0,123,2.145,5.951,1587,8.005685498112474,8.419617382223286,0.09793707022296312,0.05056605709177597
169917,A Walk Among the Tombstones,2014-09-18,2014,9,Crime|Drama|Mystery|Thriller,Crime,Liam Neeson|Dan Stevens|David Harbour|Boyd Holbrook|Ólafur Darri Ólafsson,3896|221018|35029|467645|110902,28000000.0,58834384.0,114,3.9254,6.329,2986,7.570988983352212,7.893462156394889,0.03750781412794332,0.020121545765740004
268238,The Second Best Exotic Marigold Hotel,2015-02-26,2015,2,Drama|Comedy,Drama,Dev Patel|Judi Dench|Richard Gere|Maggie Smith|Bill Nighy,76788|5309|1205|10978|2440,10000000.0,85979176.0,122,2.7179,6.428,762,7.123280870876274,8.057674139424284,0.0,0.029405939675584327
71676,Ghost Rider: Spirit of Vengeance,2011-12-10,2011,12,Action|Fantasy|Thriller,Action,Nicolas Cage|Fergus Riordan|Violante Placido|Ciarán Hinds|Johnny Whitworth,2963|567332|44649|8785|73589,57000000.0,132563930.0,95,5.0923,5.009,4026,7.901914603043993,8.26846512021479,0.09793707022296312,0.04533942726057654
399360,Alpha,2018-08-17,2018,8,Adventure|Drama,Adventure,Kodi Smit-McPhee|Jóhannes Haukur Jóhannesson|Marcin Kowalczyk|Jens Hultén|Natassia Malthe,113505|238164|1175170|92429|21430,51000000.0,99630675.0,97,4.0078,6.5,2724,7.805752669145274,8.096575564370085,0.08543446551364868,0.034075192406489235
6145,Fracture,2007-04-19,2007,4,Thriller,Thriller,Anthony Hopkins|Ryan Gosling|David Strathairn|Rosamund Pike|Embeth Davidtz,4173|30614|11064|10882|6368,10000000.0,91354215.0,113,4.8969,7.261,4265,7.181429896912822,8.142158493337817,0.0,0.03124437628459484
71688,The Iron Lady,2011-12-26,2011,12,History|Drama,History,Meryl Streep|Jim Broadbent|Olivia Colman|Roger Allam|Susan Brown,5064|388|39187|11279|438859,13000000.0,115890792.0,105,2.5456,6.359,1872,7.259983112240016,8.210088681649193,0.0062513023546572205,0.039636676585412256
6171,Dreamcatcher,2003-03-21,2003,3,Drama|Horror|Science Fiction|Thriller,Drama,Thomas Jane|Damian Lewis|Morgan Freeman|Jason Lee|Timothy Olyphant,11155|20186|192|11662|18082,68000000.0,81240206.0,134,3.1643,5.635,1889,8.06572029434516,8.142982398802433,0.1208585121900396,0.02778505916904241
497698,Black Widow,2021-07-07,2021,7,Action|Adventure|Science Fiction,Action,Scarlett Johansson|Florence Pugh|Rachel Weisz|David Harbour|Ray Winstone,1245|1373737|3293|35029|5538,200000000.0,379751131.0,134,11.4097,7.171,11130,8.366250195080042,8.644719276527168,0.39591581579495727,0.12988541838682516
661539,A Complete Unknown,2024-12-25,2024,12,Drama|Music,Drama,Timothée Chalamet|Edward Norton|Elle Fanning|Monica Barbaro|Scoot McNairy,1190668|819|18050|1525043|59233,65000000.0,138003641.0,141,4.725,7.1,1405,7.812907837727142,8.139885024865617,0.11460720983538236,0.047199983778368725
